year,report_id,habitat_type,region,sample_date,taxa,value
2019,UBC2,Canal channel,Upper Bypass,1/21/2019,Aquatic insect,16.64365418
2019,UBC2,Canal channel,Upper Bypass,1/21/2019,Copepoda,540.9187608
2019,UBC2,Canal channel,Upper Bypass,1/21/2019,Large cladocera,486.8268848
2019,UBC2,Canal channel,Upper Bypass,1/21/2019,Ostracoda,37.4482219
2019,UBC2,Canal channel,Upper Bypass,1/21/2019,Rare,4.160913545
2019,UBC2,Canal channel,Upper Bypass,1/21/2019,Rotifera,99.86192508
2019,UBC2,Canal channel,Upper Bypass,1/21/2019,Small cladocera,1140.090311
2019,UBC2,Canal channel,Upper Bypass,1/21/2019,Terrestrial insect,4.160913545
2019,UBW1,Wetland,Upper Bypass,1/21/2019,Aquatic insect,8.32182709
2019,UBW1,Wetland,Upper Bypass,1/21/2019,Copepoda,542.9992176
2019,UBW1,Wetland,Upper Bypass,1/21/2019,Large cladocera,332.8730836
2019,UBW1,Wetland,Upper Bypass,1/21/2019,Ostracoda,29.12639481
2019,UBW1,Wetland,Upper Bypass,1/21/2019,Rare,16.64365418
2019,UBW1,Wetland,Upper Bypass,1/21/2019,Rotifera,224.6893314
2019,UBW1,Wetland,Upper Bypass,1/21/2019,Small cladocera,977.814683
2019,UBW1,Wetland,Upper Bypass,1/21/2019,Terrestrial insect,12.48274063
2019,BSC1,Canal channel,Butte Sink,1/28/2019,Copepoda,887.141442
2019,BSC1,Canal channel,Butte Sink,1/28/2019,Large cladocera,565.8842421
2019,BSC1,Canal channel,Butte Sink,1/28/2019,Rare,11.78925504
2019,BSC1,Canal channel,Butte Sink,1/28/2019,Rotifera,17.68388257
2019,BSC1,Canal channel,Butte Sink,1/28/2019,Small cladocera,725.0391852
2019,BSC1,Canal channel,Butte Sink,1/28/2019,Terrestrial insect,5.894627522
2019,BSW1,Wetland,Butte Sink,1/28/2019,Copepoda,5588.106891
2019,BSW1,Wetland,Butte Sink,1/28/2019,Large cladocera,5128.325944
2019,BSW1,Wetland,Butte Sink,1/28/2019,Rotifera,70.73553026
2019,BSW1,Wetland,Butte Sink,1/28/2019,Small cladocera,424.4131816
2019,FRC1,River channel,Feather River,1/28/2019,Aquatic insect,4.244131816
2019,FRC1,River channel,Feather River,1/28/2019,Copepoda,124.4945333
2019,FRC1,River channel,Feather River,1/28/2019,Large cladocera,7.780908329
2019,FRC1,River channel,Feather River,1/28/2019,Rare,1.414710605
2019,FRC1,River channel,Feather River,1/28/2019,Rotifera,5.658842421
2019,FRC1,River channel,Feather River,1/28/2019,Small cladocera,50.92958179
2019,FRC1,River channel,Feather River,1/28/2019,Terrestrial insect,2.829421211
2019,LBA2,Agriculture,Lower Bypass,1/28/2019,Copepoda,603.7782762
2019,LBA2,Agriculture,Lower Bypass,1/28/2019,Large cladocera,65.68299239
2019,LBA2,Agriculture,Lower Bypass,1/28/2019,Ostracoda,5.052537876
2019,LBA2,Agriculture,Lower Bypass,1/28/2019,Rare,5.052537876
2019,LBA2,Agriculture,Lower Bypass,1/28/2019,Rotifera,65.68299239
2019,LBA2,Agriculture,Lower Bypass,1/28/2019,Small cladocera,298.0997347
2019,SRC2,River channel,Sacramento River,1/28/2019,Aquatic insect,2.122065908
2019,SRC2,River channel,Sacramento River,1/28/2019,Copepoda,110.7011049
2019,SRC2,River channel,Sacramento River,1/28/2019,Large cladocera,35.36776513
2019,SRC2,River channel,Sacramento River,1/28/2019,Ostracoda,0.707355303
2019,SRC2,River channel,Sacramento River,1/28/2019,Rare,3.536776513
2019,SRC2,River channel,Sacramento River,1/28/2019,Rotifera,9.195618934
2019,SRC2,River channel,Sacramento River,1/28/2019,Small cladocera,49.51487118
2019,SRC2,River channel,Sacramento River,1/28/2019,Terrestrial insect,0.707355303
2019,SRC4,River channel,Sacramento River,1/28/2019,Aquatic insect,8.32182709
2019,SRC4,River channel,Sacramento River,1/28/2019,Copepoda,572.1256124
2019,SRC4,River channel,Sacramento River,1/28/2019,Large cladocera,220.5284179
2019,SRC4,River channel,Sacramento River,1/28/2019,Ostracoda,8.32182709
2019,SRC4,River channel,Sacramento River,1/28/2019,Rare,4.160913545
2019,SRC4,River channel,Sacramento River,1/28/2019,Rotifera,41.60913545
2019,SRC4,River channel,Sacramento River,1/28/2019,Small cladocera,257.9766398
2019,UBA1,Agriculture,Upper Bypass,1/28/2019,Aquatic insect,10.10507575
2019,UBA1,Agriculture,Upper Bypass,1/28/2019,Copepoda,1505.656287
2019,UBA1,Agriculture,Upper Bypass,1/28/2019,Large cladocera,525.4639391
2019,UBA1,Agriculture,Upper Bypass,1/28/2019,Ostracoda,40.42030301
2019,UBA1,Agriculture,Upper Bypass,1/28/2019,Rare,20.2101515
2019,UBA1,Agriculture,Upper Bypass,1/28/2019,Rotifera,141.4710605
2019,UBA1,Agriculture,Upper Bypass,1/28/2019,Small cladocera,1798.703484
2019,UBC1,Canal channel,Upper Bypass,1/28/2019,Copepoda,1076.751961
2019,UBC1,Canal channel,Upper Bypass,1/28/2019,Large cladocera,605.1817589
2019,UBC1,Canal channel,Upper Bypass,1/28/2019,Ostracoda,7.859503363
2019,UBC1,Canal channel,Upper Bypass,1/28/2019,Rotifera,31.43801345
2019,UBC1,Canal channel,Upper Bypass,1/28/2019,Small cladocera,1320.396565
2019,UBC1,Canal channel,Upper Bypass,1/28/2019,Terrestrial insect,7.859503363
2019,UBC2,Canal channel,Upper Bypass,1/28/2019,Aquatic insect,11.78925504
2019,UBC2,Canal channel,Upper Bypass,1/28/2019,Copepoda,890.0887558
2019,UBC2,Canal channel,Upper Bypass,1/28/2019,Large cladocera,919.5618934
2019,UBC2,Canal channel,Upper Bypass,1/28/2019,Ostracoda,5.894627522
2019,UBC2,Canal channel,Upper Bypass,1/28/2019,Rotifera,106.1032954
2019,UBC2,Canal channel,Upper Bypass,1/28/2019,Small cladocera,966.7189136
2019,UBC2,Canal channel,Upper Bypass,1/28/2019,Terrestrial insect,5.894627522
2019,UBW1,Wetland,Upper Bypass,1/28/2019,Aquatic insect,5.894627522
2019,UBW1,Wetland,Upper Bypass,1/28/2019,Copepoda,524.6218495
2019,UBW1,Wetland,Upper Bypass,1/28/2019,Large cladocera,141.4710605
2019,UBW1,Wetland,Upper Bypass,1/28/2019,Rare,5.894627522
2019,UBW1,Wetland,Upper Bypass,1/28/2019,Rotifera,41.26239265
2019,UBW1,Wetland,Upper Bypass,1/28/2019,Small cladocera,996.1920512
2019,BSC1,Canal channel,Butte Sink,2/4/2019,Aquatic insect,8.841941283
2019,BSC1,Canal channel,Butte Sink,2/4/2019,Copepoda,205.5751348
2019,BSC1,Canal channel,Butte Sink,2/4/2019,Large cladocera,333.7832834
2019,BSC1,Canal channel,Butte Sink,2/4/2019,Rare,30.94679449
2019,BSC1,Canal channel,Butte Sink,2/4/2019,Rotifera,11.0524266
2019,BSC1,Canal channel,Butte Sink,2/4/2019,Small cladocera,302.8364889
2019,BSC1,Canal channel,Butte Sink,2/4/2019,Terrestrial insect,2.210485321
2019,FRC1,River channel,Feather River,2/4/2019,Aquatic insect,4.244131816
2019,FRC1,River channel,Feather River,2/4/2019,Copepoda,212.9139461
2019,FRC1,River channel,Feather River,2/4/2019,Large cladocera,72.15024087
2019,FRC1,River channel,Feather River,2/4/2019,Ostracoda,1.414710605
2019,FRC1,River channel,Feather River,2/4/2019,Rare,8.488263632
2019,FRC1,River channel,Feather River,2/4/2019,Rotifera,36.78247574
2019,FRC1,River channel,Feather River,2/4/2019,Small cladocera,297.0892271
2019,FRC1,River channel,Feather River,2/4/2019,Terrestrial insect,11.31768484
2019,LBA2,Agriculture,Lower Bypass,2/4/2019,Copepoda,1626.917196
2019,LBA2,Agriculture,Lower Bypass,2/4/2019,Large cladocera,94.31404035
2019,LBA2,Agriculture,Lower Bypass,2/4/2019,Ostracoda,11.78925504
2019,LBA2,Agriculture,Lower Bypass,2/4/2019,Rare,11.78925504
2019,LBA2,Agriculture,Lower Bypass,2/4/2019,Rotifera,58.94627522
2019,LBA2,Agriculture,Lower Bypass,2/4/2019,Small cladocera,1249.661035
2019,LBA2,Agriculture,Lower Bypass,2/4/2019,Terrestrial insect,11.78925504
2019,SRC2,River channel,Sacramento River,2/4/2019,Aquatic insect,21.22065908
2019,SRC2,River channel,Sacramento River,2/4/2019,Copepoda,21.92801438
2019,SRC2,River channel,Sacramento River,2/4/2019,Large cladocera,5.658842421
2019,SRC2,River channel,Sacramento River,2/4/2019,Ostracoda,0.707355303
2019,SRC2,River channel,Sacramento River,2/4/2019,Rare,15.56181666
2019,SRC2,River channel,Sacramento River,2/4/2019,Rotifera,0.707355303
2019,SRC2,River channel,Sacramento River,2/4/2019,Small cladocera,2.829421211
2019,SRC2,River channel,Sacramento River,2/4/2019,Terrestrial insect,4.244131816
2019,SRC4,River channel,Sacramento River,2/4/2019,Aquatic insect,14.85446136
2019,SRC4,River channel,Sacramento River,2/4/2019,Copepoda,84.52895866
2019,SRC4,River channel,Sacramento River,2/4/2019,Large cladocera,55.17371361
2019,SRC4,River channel,Sacramento River,2/4/2019,Ostracoda,0.707355303
2019,SRC4,River channel,Sacramento River,2/4/2019,Rare,63.66197724
2019,SRC4,River channel,Sacramento River,2/4/2019,Rotifera,7.073553026
2019,SRC4,River channel,Sacramento River,2/4/2019,Small cladocera,24.75743559
2019,SRC4,River channel,Sacramento River,2/4/2019,Terrestrial insect,11.31768484
2019,UBA1,Agriculture,Upper Bypass,2/4/2019,Copepoda,754.5123228
2019,UBA1,Agriculture,Upper Bypass,2/4/2019,Large cladocera,459.7809467
2019,UBA1,Agriculture,Upper Bypass,2/4/2019,Rotifera,106.1032954
2019,UBA1,Agriculture,Upper Bypass,2/4/2019,Small cladocera,2298.904734
2019,UBC1,Canal channel,Upper Bypass,2/4/2019,Aquatic insect,20.2101515
2019,UBC1,Canal channel,Upper Bypass,2/4/2019,Copepoda,479.9910982
2019,UBC1,Canal channel,Upper Bypass,2/4/2019,Large cladocera,1162.083711
2019,UBC1,Canal channel,Upper Bypass,2/4/2019,Ostracoda,10.10507575
2019,UBC1,Canal channel,Upper Bypass,2/4/2019,Rotifera,10.10507575
2019,UBC1,Canal channel,Upper Bypass,2/4/2019,Small cladocera,1111.558333
2019,UBC1,Canal channel,Upper Bypass,2/4/2019,Terrestrial insect,30.31522726
2019,UBW1,Wetland,Upper Bypass,2/4/2019,Copepoda,518.7272219
2019,UBW1,Wetland,Upper Bypass,2/4/2019,Large cladocera,282.9421211
2019,UBW1,Wetland,Upper Bypass,2/4/2019,Rare,117.8925504
2019,UBW1,Wetland,Upper Bypass,2/4/2019,Rotifera,23.57851009
2019,UBW1,Wetland,Upper Bypass,2/4/2019,Small cladocera,1361.658958
2019,UBW1,Wetland,Upper Bypass,2/4/2019,Terrestrial insect,29.47313761
2019,BSC1,Canal channel,Butte Sink,2/11/2019,Copepoda,589.4627522
2019,BSC1,Canal channel,Butte Sink,2/11/2019,Large cladocera,361.5371547
2019,BSC1,Canal channel,Butte Sink,2/11/2019,Ostracoda,15.71900673
2019,BSC1,Canal channel,Butte Sink,2/11/2019,Rare,15.71900673
2019,BSC1,Canal channel,Butte Sink,2/11/2019,Rotifera,23.57851009
2019,BSC1,Canal channel,Butte Sink,2/11/2019,Small cladocera,1155.346994
2019,BSC1,Canal channel,Butte Sink,2/11/2019,Terrestrial insect,7.859503363
2019,BSW1,Wetland,Butte Sink,2/11/2019,Copepoda,1317.449251
2019,BSW1,Wetland,Butte Sink,2/11/2019,Large cladocera,247.5743559
2019,BSW1,Wetland,Butte Sink,2/11/2019,Ostracoda,5.894627522
2019,BSW1,Wetland,Butte Sink,2/11/2019,Rotifera,5.894627522
2019,BSW1,Wetland,Butte Sink,2/11/2019,Small cladocera,495.1487118
2019,FRC1,River channel,Feather River,2/11/2019,Copepoda,377.2561614
2019,FRC1,River channel,Feather River,2/11/2019,Large cladocera,87.24048732
2019,FRC1,River channel,Feather River,2/11/2019,Rare,2.357851009
2019,FRC1,River channel,Feather River,2/11/2019,Rotifera,40.08346715
2019,FRC1,River channel,Feather River,2/11/2019,Small cladocera,157.9760176
2019,FRC1,River channel,Feather River,2/11/2019,Terrestrial insect,2.357851009
2019,LBA2,Agriculture,Lower Bypass,2/11/2019,Copepoda,336.4990225
2019,LBA2,Agriculture,Lower Bypass,2/11/2019,Large cladocera,198.0594847
2019,LBA2,Agriculture,Lower Bypass,2/11/2019,Ostracoda,6.063045451
2019,LBA2,Agriculture,Lower Bypass,2/11/2019,Rare,4.042030301
2019,LBA2,Agriculture,Lower Bypass,2/11/2019,Rotifera,121.260909
2019,LBA2,Agriculture,Lower Bypass,2/11/2019,Small cladocera,297.0892271
2019,SRC2,River channel,Sacramento River,2/11/2019,Aquatic insect,6.366197724
2019,SRC2,River channel,Sacramento River,2/11/2019,Copepoda,45.27073937
2019,SRC2,River channel,Sacramento River,2/11/2019,Large cladocera,20.51330378
2019,SRC2,River channel,Sacramento River,2/11/2019,Rare,0.707355303
2019,SRC2,River channel,Sacramento River,2/11/2019,Rotifera,5.658842421
2019,SRC2,River channel,Sacramento River,2/11/2019,Small cladocera,28.29421211
2019,SRC2,River channel,Sacramento River,2/11/2019,Terrestrial insect,1.414710605
2019,SRC4,River channel,Sacramento River,2/11/2019,Aquatic insect,7.073553026
2019,SRC4,River channel,Sacramento River,2/11/2019,Copepoda,290.0156741
2019,SRC4,River channel,Sacramento River,2/11/2019,Large cladocera,169.7652726
2019,SRC4,River channel,Sacramento River,2/11/2019,Ostracoda,7.073553026
2019,SRC4,River channel,Sacramento River,2/11/2019,Rare,12.3787178
2019,SRC4,River channel,Sacramento River,2/11/2019,Rotifera,53.0516477
2019,SRC4,River channel,Sacramento River,2/11/2019,Small cladocera,171.5336609
2019,SRC4,River channel,Sacramento River,2/11/2019,Terrestrial insect,3.536776513
2019,UBA1,Agriculture,Upper Bypass,2/11/2019,Copepoda,530.516477
2019,UBA1,Agriculture,Upper Bypass,2/11/2019,Large cladocera,206.3119633
2019,UBA1,Agriculture,Upper Bypass,2/11/2019,Ostracoda,29.47313761
2019,UBA1,Agriculture,Upper Bypass,2/11/2019,Rare,47.15702018
2019,UBA1,Agriculture,Upper Bypass,2/11/2019,Rotifera,76.63015778
2019,UBA1,Agriculture,Upper Bypass,2/11/2019,Small cladocera,1320.396565
2019,UBA1,Agriculture,Upper Bypass,2/11/2019,Terrestrial insect,11.78925504
2019,UBC1,Canal channel,Upper Bypass,2/11/2019,Copepoda,204.4698922
2019,UBC1,Canal channel,Upper Bypass,2/11/2019,Large cladocera,183.4702816
2019,UBC1,Canal channel,Upper Bypass,2/11/2019,Rare,17.68388257
2019,UBC1,Canal channel,Upper Bypass,2/11/2019,Rotifera,55.26213302
2019,UBC1,Canal channel,Upper Bypass,2/11/2019,Small cladocera,389.0454164
2019,UBW1,Wetland,Upper Bypass,2/11/2019,Copepoda,324.5512565
2019,UBW1,Wetland,Upper Bypass,2/11/2019,Large cladocera,195.5629366
2019,UBW1,Wetland,Upper Bypass,2/11/2019,Ostracoda,12.48274063
2019,UBW1,Wetland,Upper Bypass,2/11/2019,Rare,12.48274063
2019,UBW1,Wetland,Upper Bypass,2/11/2019,Rotifera,41.60913545
2019,UBW1,Wetland,Upper Bypass,2/11/2019,Small cladocera,615.8152046
2019,BSC1,Canal channel,Butte Sink,2/18/2019,Aquatic insect,9.195618934
2019,BSC1,Canal channel,Butte Sink,2/18/2019,Copepoda,172.5946938
2019,BSC1,Canal channel,Butte Sink,2/18/2019,Large cladocera,128.7386651
2019,BSC1,Canal channel,Butte Sink,2/18/2019,Rare,31.83098862
2019,BSC1,Canal channel,Butte Sink,2/18/2019,Rotifera,1.414710605
2019,BSC1,Canal channel,Butte Sink,2/18/2019,Small cladocera,111.7621378
2019,BSC1,Canal channel,Butte Sink,2/18/2019,Terrestrial insect,5.658842421
2019,FRC1,River channel,Feather River,2/18/2019,Aquatic insect,2.829421211
2019,FRC1,River channel,Feather River,2/18/2019,Copepoda,466.8544997
2019,FRC1,River channel,Feather River,2/18/2019,Large cladocera,166.9358514
2019,FRC1,River channel,Feather River,2/18/2019,Rare,8.488263632
2019,FRC1,River channel,Feather River,2/18/2019,Rotifera,73.56495147
2019,FRC1,River channel,Feather River,2/18/2019,Small cladocera,212.2065908
